Municipality,To,Commuters
Eidskog,Kvitsøy,0
Eidskog,Bokn,0
Eidskog,Tysvær,0
Eidskog,Karmøy,0
Eidskog,Utsira,0
Eidskog,Vindafjord,0
Eidskog,Bergen,1
Eidskog,Etne,0
Eidskog,Sveio,1
Eidskog,Bømlo,0
Eidskog,Stord,0
Eidskog,Fitjar,0
Eidskog,Tysnes,0
Eidskog,Kvinnherad,0
Eidskog,Ullensvang,0
Eidskog,Eidfjord,0
Eidskog,Ulvik,0
Eidskog,Voss,0
Eidskog,Kvam,1
Eidskog,Samnanger,0
Eidskog,Austevoll,0
Eidskog,Sund,3
Eidskog,Fjell,0
Eidskog,Askøy,1
Eidskog,Vaksdal,0
Eidskog,Modalen,0
Eidskog,Osterøy,0
Eidskog,Meland,0
Eidskog,Øygarden,0
Eidskog,Austrheim,0
Eidskog,Fedje,0
Eidskog,Masfjorden,0
Eidskog,Gulen,0
Eidskog,Solund,0
Eidskog,Hyllestad,0
Eidskog,Høyanger,0
Eidskog,Vik,4
Eidskog,Sogndal,0
Eidskog,Aurland,0
Eidskog,Lærdal,0
Eidskog,Årdal,0
Eidskog,Luster,0
Eidskog,Askvoll,0
Eidskog,Fjaler,0
Eidskog,Bremanger,0
Eidskog,Eid,0
Eidskog,Gloppen,0
Eidskog,Stryn,1
Eidskog,Molde,0
Eidskog,Ålesund,2
Eidskog,Kristiansund,1
Eidskog,Vanylven,0
Eidskog,Sande,0
Eidskog,Herøy,0
Eidskog,Ulstein,0
Eidskog,Hareid,0
Eidskog,Volda,0
Eidskog,Ørsta,0
Eidskog,Stranda,0
Eidskog,Sykkylven,0
Eidskog,Sula,0
Eidskog,Giske,1
Eidskog,Vestnes,0
Eidskog,Rauma,0
Eidskog,Aukra,0
Eidskog,Averøy,0
Eidskog,Gjemnes,0
Eidskog,Tingvoll,0
Eidskog,Sunndal,0
Eidskog,Surnadal,0
Eidskog,Smøla,0
Eidskog,Aure,0
Eidskog,Bodø,0
Eidskog,Bindal,1
Eidskog,Sømna,0
Eidskog,Brønnøy,0
Eidskog,Vega,0
Eidskog,Vevelstad,0
Eidskog,Leirfjord,0
Eidskog,Vefsn,1
Eidskog,Grane,0
Eidskog,Hattfjelldal,0
Eidskog,Dønna,0
Eidskog,Nesna,0
Eidskog,Hemnes,0
Eidskog,Rana,0
Eidskog,Lurøy,0
Eidskog,Træna,0
Eidskog,Rødøy,0
Eidskog,Meløy,0
Eidskog,Gildeskål,0
Eidskog,Beiarn,0
Eidskog,Saltdal,0
Eidskog,Fauske,0
Eidskog,Sørfold,0
Eidskog,Steigen,0
Eidskog,Lødingen,0
Eidskog,Tjeldsund,0
Eidskog,Evenes,0
Eidskog,Røst,0
Eidskog,Værøy,0
Eidskog,Flakstad,0
Eidskog,Vestvågøy,0
Eidskog,Vågan,0
Eidskog,Hadsel,0
Eidskog,Bø,1
Eidskog,Øksnes,0
Eidskog,Sortland,0
Eidskog,Andøy,0
Eidskog,Moskenes,0
Eidskog,Tromsø,0
Eidskog,Harstad,1
Eidskog,Kvæfjord,0
Eidskog,Ibestad,0
Eidskog,Gratangen,0
Eidskog,Lavangen,0
Eidskog,Bardu,1
Eidskog,Salangen,0
Eidskog,Målselv,0
Eidskog,Sørreisa,0
Eidskog,Dyrøy,0
Eidskog,Berg,5
Eidskog,Balsfjord,0
Eidskog,Karlsøy,0
Eidskog,Lyngen,0
Eidskog,Storfjord,0
Eidskog,Kåfjord,0
Eidskog,Skjervøy,0
Eidskog,Nordreisa,0
Eidskog,Kvænangen,0
Eidskog,Vardø,0
Eidskog,Vadsø,0
Eidskog,Hammerfest,2
Eidskog,Kautokeino,0
Eidskog,Alta,2
Eidskog,Loppa,0
Eidskog,Hasvik,0
Eidskog,Måsøy,0
Eidskog,Nordkapp,0
Eidskog,Porsanger,0
Eidskog,Karasjok,0
Eidskog,Lebesby,0
Eidskog,Gamvik,0
Eidskog,Berlevåg,0
Eidskog,Tana,0
Eidskog,Nesseby,0
Eidskog,Båtsfjord,0
Eidskog,Sør-varanger,0
Eidskog,Trondheim,3
Eidskog,Namsos,0
Eidskog,Hemne,0
Eidskog,Frøya,0
Eidskog,Ørland,0
Eidskog,Åfjord,0
Eidskog,Osen,0
Eidskog,Oppdal,0
Eidskog,Rennebu,0
Eidskog,Røros,0
Eidskog,Holtålen,0
Eidskog,Midtre_Gauldal,0
Eidskog,Melhus,0
Eidskog,Skaun,0
Eidskog,Malvik,0
Eidskog,Selbu,0
Eidskog,Tydal,0
Eidskog,Meråker,0
Eidskog,Stjørdal,1
Eidskog,Frosta,0
Eidskog,Levanger,0
Eidskog,Verdal,0
Eidskog,Snåsa,0
Eidskog,Lierne,0
Eidskog,Røyrvik,0
Eidskog,Namsskogan,0
Eidskog,Grong,0
Eidskog,Høylandet,0
Eidskog,Overhalla,0
Eidskog,Flatanger,0
Eidskog,Nærøy,0
Eidskog,Leka,0
Eidskog,Inderøy,0
Eidskog,Indre_Fosen,0
Grue,Halden,0
Grue,Moss,0
Grue,Sarpsborg,0
Grue,Fredrikstad,1
Grue,Hvaler,0
Grue,Aremark,0
Grue,Marker,0
Grue,Skiptvet,0
Grue,Rakkestad,1
Grue,Råde,1
Grue,Vestby,0
Grue,Ski,0
Grue,Ås,213
Grue,Frogn,0
Grue,Nesodden,0
Grue,Bærum,4
Grue,Asker,3
Grue,Aurskog-Høland,0
Grue,Rælingen,3
Grue,Enebakk,0
Grue,Lørenskog,0
Grue,Nittedal,1
Grue,Gjerdrum,0
Grue,Ullensaker,1
Grue,Eidsvoll,2
Grue,Nannestad,4
Grue,Hurdal,0
Grue,Oslo,30
Grue,Kongsvinger,157
Grue,Hamar,9
Grue,Ringsaker,10
Grue,Løten,4
Grue,Stange,5
Grue,Nord-odal,5
Grue,Sør-odal,12
Grue,Eidskog,7
Grue,Grue,0
Grue,Åsnes,213
Grue,Elverum,14
Grue,Trysil,2
Grue,Åmot,4
Grue,Stor-Elvdal,0
Grue,Rendalen,0
Grue,Engerdal,2
Grue,Tolga,0
Grue,Tynset,0
Grue,Alvdal,0
Grue,Folldal,0
Grue,Lillehammer,3
Grue,Gjøvik,1
Grue,Dovre,0
Grue,Lesja,0
Grue,Skjåk,0
Grue,Lom,0
Grue,Vågå,0
Grue,Nord-Fron,0
Grue,Sel,0
Grue,Sør-Fron,0
Grue,Ringebu,2
Grue,Øyer,0
Grue,Gausdal,1
Grue,Østre_Toten,1
Grue,Vestre_Toten,0
Grue,Jevnaker,1
Grue,Lunner,0
Grue,Gran,2
Grue,Søndre_Land,0
Grue,Nordre_Land,1
Grue,Sør-Aurdal,0
Grue,Etnedal,0
Grue,Nord-Aurdal,0
Grue,Vestre_Slidre,0
Grue,Øystre_Slidre,0
Grue,Vang,0
Grue,Drammen,0
Grue,Kongsberg,0
Grue,Ringerike,0
Grue,Hole,0
Grue,Flå,0
Grue,Gol,0
Grue,Hemsedal,0
Grue,Ål,40
Grue,Hol,1
Grue,Sigdal,0
Grue,Krødsherad,0
Grue,Modum,0
Grue,Øvre_Eiker,0
Grue,Lier,1
Grue,Flesberg,0
Grue,Rollag,0
Grue,Nore_og_Uvdal,0
Grue,Horten,0
Grue,Tønsberg,0
Grue,Sandefjord,0
Grue,Larvik,0
Grue,Holmestrand,1
Grue,Re,4
Grue,Færder,0
Grue,Porsgrunn,0
Grue,Skien,0
Grue,Notodden,0
Grue,Siljan,0
Grue,Bamble,0
Grue,Kragerø,0
Grue,Drangedal,0
Grue,Nome,0
Grue,Tinn,0
Grue,Hjartdal,0
Grue,Seljord,0
Grue,Kviteseid,0
Grue,Nissedal,0
Grue,Fyresdal,0
Grue,Tokke,0
Grue,Vinje,0
Grue,Risør,0
Grue,Grimstad,0
Grue,Arendal,1
Grue,Gjerstad,0
Grue,Vegårshei,0
Grue,Tvedestrand,0
Grue,Froland,0
Grue,Lillesand,0
Grue,Birkenes,0
Grue,Åmli,0
Grue,Iveland,0
Grue,Evje_og_Hornnes,0
Grue,Bygland,0
Grue,Valle,0
Grue,Bykle,0
Grue,Kristiansand,0
Grue,Farsund,0
Grue,Flekkefjord,0
Grue,Vennesla,0
Grue,Åseral,0
Grue,Lindesnes,0
Grue,Lyngdal,0
Grue,Hægebostad,0
Grue,Kvinesdal,0
Grue,Sirdal,0
Grue,Eigersund,0
Grue,Sandnes,0
Grue,Stavanger,0
Grue,Haugesund,0
Grue,Sokndal,0
Grue,Lund,0
Grue,Bjerkreim,0
Grue,Hå,3
Grue,Klepp,0
Grue,Time,1
Grue,Gjesdal,0
Grue,Sola,0
Grue,Randaberg,0
Grue,Strand,1
Grue,Hjelmeland,0
Grue,Suldal,0
Grue,Sauda,0
Grue,Kvitsøy,0
Grue,Bokn,0
Grue,Tysvær,0
Grue,Karmøy,0
Grue,Utsira,0
Grue,Vindafjord,0
Grue,Bergen,0
Grue,Etne,0
Grue,Sveio,0
Grue,Bømlo,0
Grue,Stord,0
Grue,Fitjar,0
Grue,Tysnes,0
Grue,Kvinnherad,0
Grue,Ullensvang,0
Grue,Eidfjord,0
Grue,Ulvik,0
Grue,Voss,0
Grue,Kvam,0
Grue,Samnanger,0
Grue,Austevoll,0
Grue,Sund,0
Grue,Fjell,0
Grue,Askøy,0
Grue,Vaksdal,0
Grue,Modalen,0
Grue,Osterøy,0
Grue,Meland,0
Grue,Øygarden,0
Grue,Austrheim,0
Grue,Fedje,0
Grue,Masfjorden,0
Grue,Gulen,0
Grue,Solund,0
Grue,Hyllestad,0
Grue,Høyanger,0
Grue,Vik,1
Grue,Sogndal,0
Grue,Aurland,0
Grue,Lærdal,0
Grue,Årdal,0
Grue,Luster,0
Grue,Askvoll,0
Grue,Fjaler,0
Grue,Bremanger,0
Grue,Eid,9
Grue,Gloppen,0
Grue,Stryn,0
Grue,Molde,0
Grue,Ålesund,0
Grue,Kristiansund,0
Grue,Vanylven,0
Grue,Sande,0
Grue,Herøy,0
Grue,Ulstein,0
Grue,Hareid,0
Grue,Volda,0
Grue,Ørsta,0
Grue,Stranda,0
Grue,Sykkylven,0
Grue,Sula,0
Grue,Giske,0
Grue,Vestnes,0
Grue,Rauma,0
Grue,Aukra,0
Grue,Averøy,0
Grue,Gjemnes,0
Grue,Tingvoll,0
Grue,Sunndal,0
Grue,Surnadal,0
Grue,Smøla,0
Grue,Aure,0
Grue,Bodø,0
Grue,Bindal,0
Grue,Sømna,0
Grue,Brønnøy,0
Grue,Vega,0
Grue,Vevelstad,0
Grue,Leirfjord,0
Grue,Vefsn,0
Grue,Grane,0
Grue,Hattfjelldal,0
Grue,Dønna,0
Grue,Nesna,0
Grue,Hemnes,0
Grue,Rana,0
Grue,Lurøy,0
Grue,Træna,0
Grue,Rødøy,0
Grue,Meløy,0
Grue,Gildeskål,0
Grue,Beiarn,0
Grue,Saltdal,0
Grue,Fauske,0
Grue,Sørfold,0
Grue,Steigen,0
Grue,Lødingen,0
Grue,Tjeldsund,0
Grue,Evenes,0
Grue,Røst,0
Grue,Værøy,0
Grue,Flakstad,0
Grue,Vestvågøy,0
Grue,Vågan,0
Grue,Hadsel,0
Grue,Bø,0
Grue,Øksnes,0
Grue,Sortland,0
Grue,Andøy,0
Grue,Moskenes,0
Grue,Tromsø,0
Grue,Harstad,0
Grue,Kvæfjord,0
Grue,Ibestad,0
Grue,Gratangen,0
Grue,Lavangen,0
Grue,Bardu,0
Grue,Salangen,0
Grue,Målselv,0
Grue,Sørreisa,0
Grue,Dyrøy,0
Grue,Berg,0
Grue,Balsfjord,0
Grue,Karlsøy,1
Grue,Lyngen,0
Grue,Storfjord,0
Grue,Kåfjord,0
Grue,Skjervøy,0
Grue,Nordreisa,0
Grue,Kvænangen,0
Grue,Vardø,0
Grue,Vadsø,0
Grue,Hammerfest,0
Grue,Kautokeino,0
Grue,Alta,0
Grue,Loppa,0
Grue,Hasvik,0
Grue,Måsøy,0
Grue,Nordkapp,0
Grue,Porsanger,0
Grue,Karasjok,0
Grue,Lebesby,0
Grue,Gamvik,0
Grue,Berlevåg,0
Grue,Tana,0
Grue,Nesseby,0
Grue,Båtsfjord,0
Grue,Sør-varanger,1
Grue,Trondheim,0
Grue,Namsos,0
Grue,Hemne,0
Grue,Frøya,0
Grue,Ørland,0
Grue,Åfjord,0
Grue,Osen,0
Grue,Oppdal,0
Grue,Rennebu,0
Grue,Røros,0
Grue,Holtålen,0
Grue,Midtre_Gauldal,0
Grue,Melhus,0
Grue,Skaun,0
Grue,Malvik,0
Grue,Selbu,0
Grue,Tydal,0
Grue,Meråker,0
Grue,Stjørdal,1
Grue,Frosta,0
Grue,Levanger,0
Grue,Verdal,0
Grue,Snåsa,0
Grue,Lierne,0
Grue,Røyrvik,0
Grue,Namsskogan,0
Grue,Grong,0
Grue,Høylandet,0
Grue,Overhalla,0
Grue,Flatanger,0
Grue,Nærøy,0
Grue,Leka,0
Grue,Inderøy,0
Grue,Indre_Fosen,0
Åsnes,Halden,0
Åsnes,Moss,0
Åsnes,Sarpsborg,0
Åsnes,Fredrikstad,0
Åsnes,Hvaler,0
Åsnes,Aremark,0
Åsnes,Marker,0
Åsnes,Skiptvet,0
Åsnes,Rakkestad,0
Åsnes,Råde,0
Åsnes,Vestby,0
Åsnes,Ski,0
Åsnes,Ås,0
Åsnes,Frogn,0
Åsnes,Nesodden,0
Åsnes,Bærum,0
Åsnes,Asker,0
Åsnes,Aurskog-Høland,0
Åsnes,Rælingen,0
Åsnes,Enebakk,0
Åsnes,Lørenskog,0
Åsnes,Nittedal,0
Åsnes,Gjerdrum,0
Åsnes,Ullensaker,0
Åsnes,Eidsvoll,0
Åsnes,Nannestad,0
Åsnes,Hurdal,0
Åsnes,Oslo,0
Åsnes,Kongsvinger,0
Åsnes,Hamar,0
Åsnes,Ringsaker,0
Åsnes,Løten,0
Åsnes,Stange,0
Åsnes,Nord-odal,3
Åsnes,Sør-odal,0
Åsnes,Eidskog,6
Åsnes,Grue,0
Åsnes,Åsnes,0
Åsnes,Elverum,0
Åsnes,Trysil,0
Åsnes,Åmot,0
Åsnes,Stor-Elvdal,0
Åsnes,Rendalen,3
Åsnes,Engerdal,0
Åsnes,Tolga,0
Åsnes,Tynset,0
Åsnes,Alvdal,0
Åsnes,Folldal,0
Åsnes,Lillehammer,0
Åsnes,Gjøvik,0
Åsnes,Dovre,0
Åsnes,Lesja,0
Åsnes,Skjåk,0
Åsnes,Lom,0
Åsnes,Vågå,0
Åsnes,Nord-Fron,0
Åsnes,Sel,0
Åsnes,Sør-Fron,0
Åsnes,Ringebu,0
Åsnes,Øyer,0
Åsnes,Gausdal,0
Åsnes,Østre_Toten,0
Åsnes,Vestre_Toten,0
Åsnes,Jevnaker,0
Åsnes,Lunner,0
Åsnes,Gran,0
Åsnes,Søndre_Land,0
Åsnes,Nordre_Land,0
Åsnes,Sør-Aurdal,0
Åsnes,Etnedal,0
Åsnes,Nord-Aurdal,0
Åsnes,Vestre_Slidre,0
Åsnes,Øystre_Slidre,0
Åsnes,Vang,0
Åsnes,Drammen,0
Åsnes,Kongsberg,0
Åsnes,Ringerike,0
Åsnes,Hole,0
Åsnes,Flå,0
Åsnes,Gol,0
Åsnes,Hemsedal,0
Åsnes,Ål,0
Åsnes,Hol,0
Åsnes,Sigdal,0
Åsnes,Krødsherad,0
Åsnes,Modum,0
Åsnes,Øvre_Eiker,0
Åsnes,Lier,0
Åsnes,Flesberg,0
Åsnes,Rollag,0
Åsnes,Nore_og_Uvdal,0
Åsnes,Horten,0
Åsnes,Tønsberg,0
Åsnes,Sandefjord,0
Åsnes,Larvik,0
Åsnes,Holmestrand,0
Åsnes,Re,0
Åsnes,Færder,0
Åsnes,Porsgrunn,0
Åsnes,Skien,0
Åsnes,Notodden,0
Åsnes,Siljan,0
Åsnes,Bamble,0
Åsnes,Kragerø,0
Åsnes,Drangedal,0
Åsnes,Nome,0
Åsnes,Tinn,0
Åsnes,Hjartdal,0
Åsnes,Seljord,0
Åsnes,Kviteseid,0
Åsnes,Nissedal,0
Åsnes,Fyresdal,0
Åsnes,Tokke,0
Åsnes,Vinje,0
Åsnes,Risør,0
Åsnes,Grimstad,0
Åsnes,Arendal,0
Åsnes,Gjerstad,0
Åsnes,Vegårshei,0
Åsnes,Tvedestrand,0
Åsnes,Froland,0
Åsnes,Lillesand,0
Åsnes,Birkenes,0
Åsnes,Åmli,0
Åsnes,Iveland,0
Åsnes,Evje_og_Hornnes,0
Åsnes,Bygland,0
Åsnes,Valle,0
Åsnes,Bykle,0
Åsnes,Kristiansand,0
Åsnes,Farsund,0
Åsnes,Flekkefjord,0
Åsnes,Vennesla,0
Åsnes,Åseral,0
Åsnes,Lindesnes,0
Åsnes,Lyngdal,0
Åsnes,Hægebostad,0
Åsnes,Kvinesdal,0
Åsnes,Sirdal,0
Åsnes,Eigersund,0
Åsnes,Sandnes,0
Åsnes,Stavanger,0
Åsnes,Haugesund,0
Åsnes,Sokndal,0
Åsnes,Lund,0
Åsnes,Bjerkreim,0
Åsnes,Hå,0
Åsnes,Klepp,0
Åsnes,Time,0
Åsnes,Gjesdal,0
Åsnes,Sola,0
Åsnes,Randaberg,0
Åsnes,Strand,0
Åsnes,Hjelmeland,1
Åsnes,Suldal,0
Åsnes,Sauda,0
Åsnes,Kvitsøy,0
Åsnes,Bokn,0
Åsnes,Tysvær,0
Åsnes,Karmøy,0
Åsnes,Utsira,0
Åsnes,Vindafjord,0
Åsnes,Bergen,0
Åsnes,Etne,0
Åsnes,Sveio,0
Åsnes,Bømlo,0
Åsnes,Stord,0
Åsnes,Fitjar,0
Åsnes,Tysnes,0
Åsnes,Kvinnherad,0
Åsnes,Ullensvang,0
Åsnes,Eidfjord,0
Åsnes,Ulvik,0
Åsnes,Voss,0
Åsnes,Kvam,0
Åsnes,Samnanger,0
Åsnes,Austevoll,0
Åsnes,Sund,0
Åsnes,Fjell,0
Åsnes,Askøy,0
Åsnes,Vaksdal,0
Åsnes,Modalen,0
Åsnes,Osterøy,0
Åsnes,Meland,1
Åsnes,Øygarden,0
Åsnes,Austrheim,0
Åsnes,Fedje,0
Åsnes,Masfjorden,0
Åsnes,Gulen,0
Åsnes,Solund,0
Åsnes,Hyllestad,0
Åsnes,Høyanger,0
Åsnes,Vik,0
Åsnes,Sogndal,0
Åsnes,Aurland,0
Åsnes,Lærdal,0
Åsnes,Årdal,0
Åsnes,Luster,0
Åsnes,Askvoll,0
Åsnes,Fjaler,0
Åsnes,Bremanger,0
Åsnes,Eid,0
Åsnes,Gloppen,0
Åsnes,Stryn,0
Åsnes,Molde,0
Åsnes,Ålesund,0
Åsnes,Kristiansund,0
Åsnes,Vanylven,0
Åsnes,Sande,0
Åsnes,Herøy,0
Åsnes,Ulstein,0
Åsnes,Hareid,0
Åsnes,Volda,0
Åsnes,Ørsta,0
Åsnes,Stranda,0
Åsnes,Sykkylven,0
Åsnes,Sula,0
Åsnes,Giske,0
Åsnes,Vestnes,0
Åsnes,Rauma,0
Åsnes,Aukra,0
Åsnes,Averøy,0
Åsnes,Gjemnes,0
Åsnes,Tingvoll,0
Åsnes,Sunndal,0
Åsnes,Surnadal,0
Åsnes,Smøla,0
Åsnes,Aure,0
Åsnes,Bodø,0
Åsnes,Bindal,0
Åsnes,Sømna,0
Åsnes,Brønnøy,0
Åsnes,Vega,0
Åsnes,Vevelstad,0
Åsnes,Leirfjord,0
Åsnes,Vefsn,0
Åsnes,Grane,0
Åsnes,Hattfjelldal,0
Åsnes,Dønna,0
Åsnes,Nesna,0
Åsnes,Hemnes,0
Åsnes,Rana,0
Åsnes,Lurøy,0
Åsnes,Træna,0
Åsnes,Rødøy,0
Åsnes,Meløy,0
Åsnes,Gildeskål,0
Åsnes,Beiarn,0
Åsnes,Saltdal,0
Åsnes,Fauske,0
Åsnes,Sørfold,0
Åsnes,Steigen,0
Åsnes,Lødingen,0
Åsnes,Tjeldsund,0
Åsnes,Evenes,0
Åsnes,Røst,0
Åsnes,Værøy,0
Åsnes,Flakstad,0
Åsnes,Vestvågøy,0
Åsnes,Vågan,0
Åsnes,Hadsel,0
Åsnes,Bø,0
Åsnes,Øksnes,0
Åsnes,Sortland,0
Åsnes,Andøy,0
Åsnes,Moskenes,0
Åsnes,Tromsø,0
Åsnes,Harstad,0
Åsnes,Kvæfjord,0
Åsnes,Ibestad,0
Åsnes,Gratangen,0
Åsnes,Lavangen,0
Åsnes,Bardu,0
Åsnes,Salangen,0
Åsnes,Målselv,1
Åsnes,Sørreisa,0
Åsnes,Dyrøy,0
Åsnes,Berg,0
Åsnes,Balsfjord,0
Åsnes,Karlsøy,0
Åsnes,Lyngen,0
Åsnes,Storfjord,0
Åsnes,Kåfjord,0
Åsnes,Skjervøy,0
Åsnes,Nordreisa,0
Åsnes,Kvænangen,0
Åsnes,Vardø,0
Åsnes,Vadsø,0
Åsnes,Hammerfest,0
Åsnes,Kautokeino,0
Åsnes,Alta,0
Åsnes,Loppa,1
Åsnes,Hasvik,0
Åsnes,Måsøy,0
Åsnes,Nordkapp,0
Åsnes,Porsanger,0
Åsnes,Karasjok,0
Åsnes,Lebesby,0
Åsnes,Gamvik,0
Åsnes,Berlevåg,0
Åsnes,Tana,0
Åsnes,Nesseby,0
Åsnes,Båtsfjord,0
Åsnes,Sør-varanger,0
Åsnes,Trondheim,0
Åsnes,Namsos,0
Åsnes,Hemne,0
Åsnes,Frøya,0
Åsnes,Ørland,0
Åsnes,Åfjord,0
Åsnes,Osen,0
Åsnes,Oppdal,0
Åsnes,Rennebu,0
Åsnes,Røros,0
Åsnes,Holtålen,0
Åsnes,Midtre_Gauldal,1
Åsnes,Melhus,0
Åsnes,Skaun,0
Åsnes,Malvik,0
Åsnes,Selbu,0
Åsnes,Tydal,0
Åsnes,Meråker,0
Åsnes,Stjørdal,0
Åsnes,Frosta,0
Åsnes,Levanger,0
Åsnes,Verdal,0
Åsnes,Snåsa,0
Åsnes,Lierne,0
Åsnes,Røyrvik,0
Åsnes,Namsskogan,0
Åsnes,Grong,0
Åsnes,Høylandet,0
Åsnes,Overhalla,0
Åsnes,Flatanger,0
Åsnes,Nærøy,0
Åsnes,Leka,0
Åsnes,Inderøy,0
Åsnes,Indre_Fosen,0
Elverum,Halden,5
Elverum,Moss,1
Elverum,Sarpsborg,2
Elverum,Fredrikstad,10
Elverum,Hvaler,0
Elverum,Aremark,0
Elverum,Marker,0
Elverum,Skiptvet,0
Elverum,Rakkestad,0
Elverum,Råde,0
Elverum,Vestby,0
Elverum,Ski,8
Elverum,Ås,171
Elverum,Frogn,4
Elverum,Nesodden,4
Elverum,Bærum,13
Elverum,Asker,12
Elverum,Aurskog-Høland,1
Elverum,Rælingen,1
Elverum,Enebakk,3
Elverum,Lørenskog,5
Elverum,Nittedal,3
Elverum,Gjerdrum,2
Elverum,Ullensaker,15
Elverum,Eidsvoll,26
Elverum,Nannestad,11
Elverum,Hurdal,2
Elverum,Oslo,94
Elverum,Kongsvinger,15
Elverum,Hamar,436
Elverum,Ringsaker,124
Elverum,Løten,410
Elverum,Stange,263
Elverum,Nord-odal,6
Elverum,Sør-odal,6
Elverum,Eidskog,11
Elverum,Grue,29
Elverum,Åsnes,167
Elverum,Elverum,0
Elverum,Trysil,107
Elverum,Åmot,232
Elverum,Stor-Elvdal,26
Elverum,Rendalen,7
Elverum,Engerdal,15
Elverum,Tolga,2
Elverum,Tynset,16
Elverum,Alvdal,3
Elverum,Folldal,3
Elverum,Lillehammer,45
Elverum,Gjøvik,17
Elverum,Dovre,4
Elverum,Lesja,1
Elverum,Skjåk,0
Elverum,Lom,1
Elverum,Vågå,2
Elverum,Nord-Fron,4
Elverum,Sel,1
Elverum,Sør-Fron,1
Elverum,Ringebu,2
Elverum,Øyer,4
Elverum,Gausdal,2
Elverum,Østre_Toten,4
Elverum,Vestre_Toten,4
Elverum,Jevnaker,1
Elverum,Lunner,6
Elverum,Gran,2
Elverum,Søndre_Land,0
Elverum,Nordre_Land,3
Elverum,Sør-Aurdal,1
Elverum,Etnedal,1
Elverum,Nord-Aurdal,1
Elverum,Vestre_Slidre,0
Elverum,Øystre_Slidre,0
Elverum,Vang,6
Elverum,Drammen,3
Elverum,Kongsberg,3
Elverum,Ringerike,7
Elverum,Hole,1
Elverum,Flå,0
Elverum,Gol,1
Elverum,Hemsedal,1
Elverum,Ål,266
Elverum,Hol,2
Elverum,Sigdal,0
Elverum,Krødsherad,0
Elverum,Modum,2
Elverum,Øvre_Eiker,3
Elverum,Lier,0
Elverum,Flesberg,2
Elverum,Rollag,1
Elverum,Nore_og_Uvdal,0
Elverum,Horten,0
Elverum,Tønsberg,8
Elverum,Sandefjord,6
Elverum,Larvik,7
Elverum,Holmestrand,1
Elverum,Re,57
Elverum,Færder,2
Elverum,Porsgrunn,5
Elverum,Skien,1
Elverum,Notodden,0
Elverum,Siljan,0
Elverum,Bamble,0
Elverum,Kragerø,1
Elverum,Drangedal,0
Elverum,Nome,0
Elverum,Tinn,0
Elverum,Hjartdal,0
Elverum,Seljord,0
Elverum,Kviteseid,0
Elverum,Nissedal,0
Elverum,Fyresdal,0
Elverum,Tokke,0
Elverum,Vinje,0
Elverum,Risør,0
Elverum,Grimstad,2
Elverum,Arendal,7
Elverum,Gjerstad,0
Elverum,Vegårshei,0
Elverum,Tvedestrand,0
Elverum,Froland,1
Elverum,Lillesand,0
Elverum,Birkenes,0
Elverum,Åmli,0
Elverum,Iveland,0
Elverum,Evje_og_Hornnes,0
Elverum,Bygland,0
Elverum,Valle,0
Elverum,Bykle,0
Elverum,Kristiansand,3
Elverum,Farsund,0
Elverum,Flekkefjord,0
Elverum,Vennesla,0
Elverum,Åseral,1
Elverum,Lindesnes,1
Elverum,Lyngdal,1
Elverum,Hægebostad,0
Elverum,Kvinesdal,0
Elverum,Sirdal,0
Elverum,Eigersund,1
Elverum,Sandnes,1
Elverum,Stavanger,5
Elverum,Haugesund,0
Elverum,Sokndal,0
Elverum,Lund,0
Elverum,Bjerkreim,1
Elverum,Hå,2
Elverum,Klepp,2
Elverum,Time,0
Elverum,Gjesdal,0
Elverum,Sola,1
Elverum,Randaberg,1
Elverum,Strand,3
Elverum,Hjelmeland,0
Elverum,Suldal,0
Elverum,Sauda,0
Elverum,Kvitsøy,0
Elverum,Bokn,0
Elverum,Tysvær,0
Elverum,Karmøy,2
Elverum,Utsira,0
Elverum,Vindafjord,0
Elverum,Bergen,21
Elverum,Etne,1
Elverum,Sveio,0
Elverum,Bømlo,0
Elverum,Stord,0
Elverum,Fitjar,0
Elverum,Tysnes,0
Elverum,Kvinnherad,0
Elverum,Ullensvang,0
Elverum,Eidfjord,0
Elverum,Ulvik,0
Elverum,Voss,2
Elverum,Kvam,0
Elverum,Samnanger,1
Elverum,Austevoll,0
Elverum,Sund,3
Elverum,Fjell,1
Elverum,Askøy,2
Elverum,Vaksdal,0
Elverum,Modalen,0
Elverum,Osterøy,0
Elverum,Meland,0
Elverum,Øygarden,0
Elverum,Austrheim,1
Elverum,Fedje,0
Elverum,Masfjorden,0
Elverum,Gulen,0
Elverum,Solund,0
Elverum,Hyllestad,0
Elverum,Høyanger,0
Elverum,Vik,28
Elverum,Sogndal,0
Elverum,Aurland,0
Elverum,Lærdal,0
Elverum,Årdal,0
Elverum,Luster,0
Elverum,Askvoll,0
Elverum,Fjaler,0
Elverum,Bremanger,0
Elverum,Eid,40
Elverum,Gloppen,0
Elverum,Stryn,0
Elverum,Molde,0
Elverum,Ålesund,0
Elverum,Kristiansund,2
Elverum,Vanylven,0
Elverum,Sande,8
Elverum,Herøy,0
Elverum,Ulstein,0
Elverum,Hareid,0
Elverum,Volda,0
Elverum,Ørsta,0
Elverum,Stranda,0
Elverum,Sykkylven,0
Elverum,Sula,0
Elverum,Giske,0
Elverum,Vestnes,0
Elverum,Rauma,1
