Municipality,To,Commuters
Namsos,Lurøy,0
Namsos,Træna,0
Namsos,Rødøy,0
Namsos,Meløy,0
Namsos,Gildeskål,0
Namsos,Beiarn,0
Namsos,Saltdal,0
Namsos,Fauske,1
Namsos,Sørfold,0
Namsos,Steigen,0
Namsos,Lødingen,0
Namsos,Tjeldsund,0
Namsos,Evenes,0
Namsos,Røst,0
Namsos,Værøy,0
Namsos,Flakstad,0
Namsos,Vestvågøy,2
Namsos,Vågan,0
Namsos,Hadsel,0
Namsos,Bø,0
Namsos,Øksnes,0
Namsos,Sortland,0
Namsos,Andøy,0
Namsos,Moskenes,0
Namsos,Tromsø,2
Namsos,Harstad,0
Namsos,Kvæfjord,0
Namsos,Ibestad,0
Namsos,Gratangen,0
Namsos,Lavangen,0
Namsos,Bardu,0
Namsos,Salangen,0
Namsos,Målselv,0
Namsos,Sørreisa,1
Namsos,Dyrøy,0
Namsos,Berg,1
Namsos,Balsfjord,0
Namsos,Karlsøy,0
Namsos,Lyngen,0
Namsos,Storfjord,0
Namsos,Kåfjord,0
Namsos,Skjervøy,0
Namsos,Nordreisa,0
Namsos,Kvænangen,0
Namsos,Vardø,0
Namsos,Vadsø,0
Namsos,Hammerfest,0
Namsos,Kautokeino,0
Namsos,Alta,1
Namsos,Loppa,0
Namsos,Hasvik,0
Namsos,Måsøy,0
Namsos,Nordkapp,0
Namsos,Porsanger,0
Namsos,Karasjok,0
Namsos,Lebesby,0
Namsos,Gamvik,0
Namsos,Berlevåg,0
Namsos,Tana,0
Namsos,Nesseby,0
Namsos,Båtsfjord,0
Namsos,Sør-varanger,0
Namsos,Trondheim,62
Namsos,Namsos,0
Namsos,Hemne,2
Namsos,Frøya,3
Namsos,Ørland,1
Namsos,Åfjord,0
Namsos,Osen,13
Namsos,Oppdal,0
Namsos,Rennebu,0
Namsos,Røros,0
Namsos,Holtålen,1
Namsos,Midtre_Gauldal,3
Namsos,Melhus,2
Namsos,Skaun,1
Namsos,Malvik,1
Namsos,Selbu,0
Namsos,Tydal,0
Namsos,Meråker,0
Namsos,Stjørdal,24
Namsos,Frosta,1
Namsos,Levanger,24
Namsos,Verdal,10
Namsos,Snåsa,18
Namsos,Lierne,20
Namsos,Røyrvik,1
Namsos,Namsskogan,8
Namsos,Grong,77
Namsos,Høylandet,47
Namsos,Overhalla,643
Namsos,Flatanger,49
Namsos,Nærøy,77
Namsos,Leka,4
Namsos,Inderøy,14
Namsos,Indre_Fosen,7
Hemne,Halden,0
Hemne,Moss,1
Hemne,Sarpsborg,0
Hemne,Fredrikstad,2
Hemne,Hvaler,0
Hemne,Aremark,0
Hemne,Marker,0
Hemne,Skiptvet,0
Hemne,Rakkestad,0
Hemne,Råde,0
Hemne,Vestby,0
Hemne,Ski,0
Hemne,Ås,1
Hemne,Frogn,0
Hemne,Nesodden,0
Hemne,Bærum,0
Hemne,Asker,0
Hemne,Aurskog-Høland,0
Hemne,Rælingen,0
Hemne,Enebakk,0
Hemne,Lørenskog,0
Hemne,Nittedal,1
Hemne,Gjerdrum,0
Hemne,Ullensaker,2
Hemne,Eidsvoll,0
Hemne,Nannestad,0
Hemne,Hurdal,0
Hemne,Oslo,0
Hemne,Kongsvinger,0
Hemne,Hamar,0
Hemne,Ringsaker,0
Hemne,Løten,0
Hemne,Stange,0
Hemne,Nord-odal,0
Hemne,Sør-odal,0
Hemne,Eidskog,0
Hemne,Grue,0
Hemne,Åsnes,0
Hemne,Elverum,0
Hemne,Trysil,0
Hemne,Åmot,0
Hemne,Stor-Elvdal,0
Hemne,Rendalen,1
Hemne,Engerdal,0
Hemne,Tolga,0
Hemne,Tynset,1
Hemne,Alvdal,1
Hemne,Folldal,0
Hemne,Lillehammer,0
Hemne,Gjøvik,0
Hemne,Dovre,0
Hemne,Lesja,0
Hemne,Skjåk,0
Hemne,Lom,0
Hemne,Vågå,0
Hemne,Nord-Fron,0
Hemne,Sel,1
Hemne,Sør-Fron,0
Hemne,Ringebu,0
Hemne,Øyer,0
Hemne,Gausdal,0
Hemne,Østre_Toten,0
Hemne,Vestre_Toten,0
Hemne,Jevnaker,0
Hemne,Lunner,0
Hemne,Gran,0
Hemne,Søndre_Land,0
Hemne,Nordre_Land,0
Hemne,Sør-Aurdal,0
Hemne,Etnedal,1
Hemne,Nord-Aurdal,0
Hemne,Vestre_Slidre,0
Hemne,Øystre_Slidre,0
Hemne,Vang,1
Hemne,Drammen,0
Hemne,Kongsberg,0
Hemne,Ringerike,0
Hemne,Hole,0
Hemne,Flå,0
Hemne,Gol,0
Hemne,Hemsedal,0
Hemne,Ål,1
Hemne,Hol,1
Hemne,Sigdal,0
Hemne,Krødsherad,0
Hemne,Modum,0
Hemne,Øvre_Eiker,0
Hemne,Lier,0
Hemne,Flesberg,0
Hemne,Rollag,0
Hemne,Nore_og_Uvdal,0
Hemne,Horten,0
Hemne,Tønsberg,1
Hemne,Sandefjord,0
Hemne,Larvik,0
Hemne,Holmestrand,0
Hemne,Re,62
Hemne,Færder,0
Hemne,Porsgrunn,0
Hemne,Skien,0
Hemne,Notodden,0
Hemne,Siljan,0
Hemne,Bamble,0
Hemne,Kragerø,0
Hemne,Drangedal,0
Hemne,Nome,0
Hemne,Tinn,0
Hemne,Hjartdal,0
Hemne,Seljord,0
Hemne,Kviteseid,0
Hemne,Nissedal,0
Hemne,Fyresdal,0
Hemne,Tokke,0
Hemne,Vinje,0
Hemne,Risør,0
Hemne,Grimstad,0
Hemne,Arendal,0
Hemne,Gjerstad,0
Hemne,Vegårshei,0
Hemne,Tvedestrand,0
Hemne,Froland,0
Hemne,Lillesand,0
Hemne,Birkenes,0
Hemne,Åmli,0
Hemne,Iveland,0
Hemne,Evje_og_Hornnes,0
Hemne,Bygland,0
Hemne,Valle,0
Hemne,Bykle,0
Hemne,Kristiansand,0
Hemne,Farsund,0
Hemne,Flekkefjord,0
Hemne,Vennesla,0
Hemne,Åseral,0
Hemne,Lindesnes,0
Hemne,Lyngdal,0
Hemne,Hægebostad,0
Hemne,Kvinesdal,0
Hemne,Sirdal,0
Hemne,Eigersund,0
Hemne,Sandnes,0
Hemne,Stavanger,0
Hemne,Haugesund,2
Hemne,Sokndal,0
Hemne,Lund,0
Hemne,Bjerkreim,0
Hemne,Hå,0
Hemne,Klepp,0
Hemne,Time,0
Hemne,Gjesdal,0
Hemne,Sola,0
Hemne,Randaberg,0
Hemne,Strand,0
Hemne,Hjelmeland,0
Hemne,Suldal,0
Hemne,Sauda,0
Hemne,Kvitsøy,0
Hemne,Bokn,0
Hemne,Tysvær,0
Hemne,Karmøy,0
Hemne,Utsira,0
Hemne,Vindafjord,0
Hemne,Bergen,1
Hemne,Etne,1
Hemne,Sveio,0
Hemne,Bømlo,0
Hemne,Stord,0
Hemne,Fitjar,0
Hemne,Tysnes,0
Hemne,Kvinnherad,0
Hemne,Ullensvang,0
Hemne,Eidfjord,0
Hemne,Ulvik,0
Hemne,Voss,0
Hemne,Kvam,0
Hemne,Samnanger,0
Hemne,Austevoll,0
Hemne,Sund,6
Hemne,Fjell,0
Hemne,Askøy,0
Hemne,Vaksdal,0
Hemne,Modalen,0
Hemne,Osterøy,0
Hemne,Meland,0
Hemne,Øygarden,0
Hemne,Austrheim,0
Hemne,Fedje,0
Hemne,Masfjorden,0
Hemne,Gulen,0
Hemne,Solund,0
Hemne,Hyllestad,0
Hemne,Høyanger,0
Hemne,Vik,1
Hemne,Sogndal,0
Hemne,Aurland,0
Hemne,Lærdal,0
Hemne,Årdal,0
Hemne,Luster,0
Hemne,Askvoll,1
Hemne,Fjaler,0
Hemne,Bremanger,0
Hemne,Eid,3
Hemne,Gloppen,0
Hemne,Stryn,0
Hemne,Molde,4
Hemne,Ålesund,0
Hemne,Kristiansund,4
Hemne,Vanylven,0
Hemne,Sande,0
Hemne,Herøy,0
Hemne,Ulstein,0
Hemne,Hareid,0
Hemne,Volda,0
Hemne,Ørsta,0
Hemne,Stranda,0
Hemne,Sykkylven,0
Hemne,Sula,0
Hemne,Giske,0
Hemne,Vestnes,1
Hemne,Rauma,0
Hemne,Aukra,0
Hemne,Averøy,1
Hemne,Gjemnes,3
Hemne,Tingvoll,0
Hemne,Sunndal,0
Hemne,Surnadal,7
Hemne,Smøla,0
Hemne,Aure,47
Hemne,Bodø,6
Hemne,Bindal,0
Hemne,Sømna,0
Hemne,Brønnøy,0
Hemne,Vega,0
Hemne,Vevelstad,0
Hemne,Leirfjord,0
Hemne,Vefsn,65
Hemne,Grane,0
Hemne,Hattfjelldal,0
Hemne,Dønna,0
Hemne,Nesna,0
Hemne,Hemnes,0
Hemne,Rana,113
Hemne,Lurøy,0
Hemne,Træna,0
Hemne,Rødøy,0
Hemne,Meløy,0
Hemne,Gildeskål,0
Hemne,Beiarn,0
Hemne,Saltdal,0
Hemne,Fauske,0
Hemne,Sørfold,0
Hemne,Steigen,0
Hemne,Lødingen,0
Hemne,Tjeldsund,0
Hemne,Evenes,0
Hemne,Røst,0
Hemne,Værøy,0
Hemne,Flakstad,0
Hemne,Vestvågøy,0
Hemne,Vågan,0
Hemne,Hadsel,0
Hemne,Bø,0
Hemne,Øksnes,0
Hemne,Sortland,0
Hemne,Andøy,0
Hemne,Moskenes,0
Hemne,Tromsø,0
Hemne,Harstad,0
Hemne,Kvæfjord,0
Hemne,Ibestad,0
Hemne,Gratangen,0
Hemne,Lavangen,0
Hemne,Bardu,0
Hemne,Salangen,0
Hemne,Målselv,0
Hemne,Sørreisa,0
Hemne,Dyrøy,0
Hemne,Berg,2
Hemne,Balsfjord,0
Hemne,Karlsøy,0
Hemne,Lyngen,0
Hemne,Storfjord,0
Hemne,Kåfjord,0
Hemne,Skjervøy,0
Hemne,Nordreisa,0
Hemne,Kvænangen,0
Hemne,Vardø,0
Hemne,Vadsø,0
Hemne,Hammerfest,0
Hemne,Kautokeino,0
Hemne,Alta,0
Hemne,Loppa,0
Hemne,Hasvik,0
Hemne,Måsøy,0
Hemne,Nordkapp,0
Hemne,Porsanger,0
Hemne,Karasjok,0
Hemne,Lebesby,0
Hemne,Gamvik,0
Hemne,Berlevåg,0
Hemne,Tana,0
Hemne,Nesseby,0
Hemne,Båtsfjord,0
Hemne,Sør-varanger,0
Hemne,Trondheim,50
Hemne,Namsos,1
Hemne,Hemne,0
Hemne,Frøya,11
Hemne,Ørland,3
Hemne,Åfjord,0
Hemne,Osen,3
Hemne,Oppdal,0
Hemne,Rennebu,4
Hemne,Røros,0
Hemne,Holtålen,1
Hemne,Midtre_Gauldal,5
Hemne,Melhus,8
Hemne,Skaun,13
Hemne,Malvik,1
Hemne,Selbu,0
Hemne,Tydal,1
Hemne,Meråker,0
Hemne,Stjørdal,3
Hemne,Frosta,0
Hemne,Levanger,1
Hemne,Verdal,0
Hemne,Snåsa,0
Hemne,Lierne,0
Hemne,Røyrvik,0
Hemne,Namsskogan,2
Hemne,Grong,0
Hemne,Høylandet,0
Hemne,Overhalla,0
Hemne,Flatanger,0
Hemne,Nærøy,0
Hemne,Leka,0
Hemne,Inderøy,0
Hemne,Indre_Fosen,3
Frøya,Halden,0
Frøya,Moss,1
Frøya,Sarpsborg,0
Frøya,Fredrikstad,1
Frøya,Hvaler,0
Frøya,Aremark,0
Frøya,Marker,0
Frøya,Skiptvet,0
Frøya,Rakkestad,0
Frøya,Råde,0
Frøya,Vestby,0
Frøya,Ski,1
Frøya,Ås,1
Frøya,Frogn,0
Frøya,Nesodden,0
Frøya,Bærum,2
Frøya,Asker,0
Frøya,Aurskog-Høland,0
Frøya,Rælingen,0
Frøya,Enebakk,0
Frøya,Lørenskog,0
Frøya,Nittedal,0
Frøya,Gjerdrum,0
Frøya,Ullensaker,0
Frøya,Eidsvoll,0
Frøya,Nannestad,0
Frøya,Hurdal,0
Frøya,Oslo,4
Frøya,Kongsvinger,0
Frøya,Hamar,1
Frøya,Ringsaker,0
Frøya,Løten,0
Frøya,Stange,0
Frøya,Nord-odal,0
Frøya,Sør-odal,0
Frøya,Eidskog,0
Frøya,Grue,0
Frøya,Åsnes,0
Frøya,Elverum,0
Frøya,Trysil,0
Frøya,Åmot,0
Frøya,Stor-Elvdal,0
Frøya,Rendalen,0
Frøya,Engerdal,0
Frøya,Tolga,0
Frøya,Tynset,0
Frøya,Alvdal,0
Frøya,Folldal,0
Frøya,Lillehammer,1
Frøya,Gjøvik,0
Frøya,Dovre,0
Frøya,Lesja,0
Frøya,Skjåk,0
Frøya,Lom,0
Frøya,Vågå,0
Frøya,Nord-Fron,0
Frøya,Sel,3
Frøya,Sør-Fron,0
Frøya,Ringebu,0
Frøya,Øyer,0
Frøya,Gausdal,0
Frøya,Østre_Toten,0
Frøya,Vestre_Toten,0
Frøya,Jevnaker,0
Frøya,Lunner,0
Frøya,Gran,0
Frøya,Søndre_Land,0
Frøya,Nordre_Land,0
Frøya,Sør-Aurdal,0
Frøya,Etnedal,0
Frøya,Nord-Aurdal,0
Frøya,Vestre_Slidre,0
Frøya,Øystre_Slidre,0
Frøya,Vang,6
Frøya,Drammen,1
Frøya,Kongsberg,0
Frøya,Ringerike,0
Frøya,Hole,0
Frøya,Flå,0
Frøya,Gol,0
Frøya,Hemsedal,0
Frøya,Ål,6
Frøya,Hol,1
Frøya,Sigdal,0
Frøya,Krødsherad,0
Frøya,Modum,0
Frøya,Øvre_Eiker,0
Frøya,Lier,0
Frøya,Flesberg,0
Frøya,Rollag,0
Frøya,Nore_og_Uvdal,0
Frøya,Horten,0
Frøya,Tønsberg,0
Frøya,Sandefjord,1
Frøya,Larvik,0
Frøya,Holmestrand,0
Frøya,Re,18
Frøya,Færder,0
Frøya,Porsgrunn,0
Frøya,Skien,1
Frøya,Notodden,0
Frøya,Siljan,0
Frøya,Bamble,0
Frøya,Kragerø,0
Frøya,Drangedal,0
Frøya,Nome,0
Frøya,Tinn,0
Frøya,Hjartdal,0
Frøya,Seljord,0
Frøya,Kviteseid,0
Frøya,Nissedal,0
Frøya,Fyresdal,0
Frøya,Tokke,0
Frøya,Vinje,0
Frøya,Risør,0
Frøya,Grimstad,0
Frøya,Arendal,1
Frøya,Gjerstad,0
Frøya,Vegårshei,0
Frøya,Tvedestrand,1
Frøya,Froland,0
Frøya,Lillesand,0
Frøya,Birkenes,0
Frøya,Åmli,0
Frøya,Iveland,0
Frøya,Evje_og_Hornnes,0
Frøya,Bygland,0
Frøya,Valle,0
Frøya,Bykle,0
Frøya,Kristiansand,0
Frøya,Farsund,0
Frøya,Flekkefjord,0
Frøya,Vennesla,0
Frøya,Åseral,0
Frøya,Lindesnes,0
Frøya,Lyngdal,0
Frøya,Hægebostad,0
Frøya,Kvinesdal,0
Frøya,Sirdal,0
Frøya,Eigersund,0
Frøya,Sandnes,0
Frøya,Stavanger,2
Frøya,Haugesund,1
Frøya,Sokndal,0
Frøya,Lund,0
Frøya,Bjerkreim,0
Frøya,Hå,0
Frøya,Klepp,1
Frøya,Time,0
Frøya,Gjesdal,0
Frøya,Sola,1
Frøya,Randaberg,0
Frøya,Strand,2
Frøya,Hjelmeland,0
Frøya,Suldal,0
Frøya,Sauda,0
Frøya,Kvitsøy,0
Frøya,Bokn,0
Frøya,Tysvær,0
Frøya,Karmøy,0
Frøya,Utsira,0
Frøya,Vindafjord,0
Frøya,Bergen,4
Frøya,Etne,0
Frøya,Sveio,0
Frøya,Bømlo,0
Frøya,Stord,1
Frøya,Fitjar,0
Frøya,Tysnes,1
Frøya,Kvinnherad,1
Frøya,Ullensvang,0
Frøya,Eidfjord,0
Frøya,Ulvik,0
Frøya,Voss,0
Frøya,Kvam,1
Frøya,Samnanger,0
Frøya,Austevoll,0
Frøya,Sund,19
Frøya,Fjell,0
Frøya,Askøy,0
Frøya,Vaksdal,0
Frøya,Modalen,0
Frøya,Osterøy,1
Frøya,Meland,0
Frøya,Øygarden,0
Frøya,Austrheim,0
Frøya,Fedje,0
Frøya,Masfjorden,0
Frøya,Gulen,0
Frøya,Solund,0
Frøya,Hyllestad,0
Frøya,Høyanger,0
Frøya,Vik,19
Frøya,Sogndal,0
Frøya,Aurland,0
Frøya,Lærdal,0
Frøya,Årdal,0
Frøya,Luster,0
Frøya,Askvoll,0
Frøya,Fjaler,0
Frøya,Bremanger,3
Frøya,Eid,0
Frøya,Gloppen,0
Frøya,Stryn,0
Frøya,Molde,0
Frøya,Ålesund,5
Frøya,Kristiansund,10
Frøya,Vanylven,0
Frøya,Sande,2
Frøya,Herøy,5
Frøya,Ulstein,3
Frøya,Hareid,0
Frøya,Volda,2
Frøya,Ørsta,16
Frøya,Stranda,1
Frøya,Sykkylven,2
Frøya,Sula,4
Frøya,Giske,0
Frøya,Vestnes,3
Frøya,Rauma,6
Frøya,Aukra,1
Frøya,Averøy,13
Frøya,Gjemnes,0
Frøya,Tingvoll,2
Frøya,Sunndal,1
Frøya,Surnadal,3
Frøya,Smøla,2
Frøya,Aure,1
Frøya,Bodø,1
Frøya,Bindal,0
Frøya,Sømna,0
Frøya,Brønnøy,1
Frøya,Vega,0
Frøya,Vevelstad,0
Frøya,Leirfjord,0
Frøya,Vefsn,0
Frøya,Grane,0
Frøya,Hattfjelldal,0
Frøya,Dønna,0
Frøya,Nesna,0
Frøya,Hemnes,0
Frøya,Rana,0
Frøya,Lurøy,0
Frøya,Træna,0
Frøya,Rødøy,0
Frøya,Meløy,0
Frøya,Gildeskål,0
Frøya,Beiarn,0
Frøya,Saltdal,0
Frøya,Fauske,0
Frøya,Sørfold,0
Frøya,Steigen,0
Frøya,Lødingen,0
Frøya,Tjeldsund,0
Frøya,Evenes,0
Frøya,Røst,0
Frøya,Værøy,0
Frøya,Flakstad,0
Frøya,Vestvågøy,0
Frøya,Vågan,3
Frøya,Hadsel,0
Frøya,Bø,0
Frøya,Øksnes,0
Frøya,Sortland,0
Frøya,Andøy,0
Frøya,Moskenes,0
Frøya,Tromsø,3
Frøya,Harstad,2
Frøya,Kvæfjord,0
Frøya,Ibestad,0
Frøya,Gratangen,0
Frøya,Lavangen,0
Frøya,Bardu,0
Frøya,Salangen,0
Frøya,Målselv,0
Frøya,Sørreisa,2
Frøya,Dyrøy,0
Frøya,Berg,4
Frøya,Balsfjord,0
Frøya,Karlsøy,0
Frøya,Lyngen,0
Frøya,Storfjord,0
Frøya,Kåfjord,0
Frøya,Skjervøy,0
Frøya,Nordreisa,1
Frøya,Kvænangen,0
Frøya,Vardø,0
Frøya,Vadsø,0
Frøya,Hammerfest,0
Frøya,Kautokeino,0
Frøya,Alta,2
Frøya,Loppa,0
Frøya,Hasvik,0
Frøya,Måsøy,0
Frøya,Nordkapp,0
Frøya,Porsanger,0
Frøya,Karasjok,0
Frøya,Lebesby,0
Frøya,Gamvik,0
Frøya,Berlevåg,0
Frøya,Tana,0
Frøya,Nesseby,0
Frøya,Båtsfjord,2
Frøya,Sør-varanger,0
Frøya,Trondheim,138
Frøya,Namsos,3
Frøya,Hemne,12
Frøya,Frøya,0
Frøya,Ørland,9
Frøya,Åfjord,2
Frøya,Osen,3
Frøya,Oppdal,1
Frøya,Rennebu,0
Frøya,Røros,0
Frøya,Holtålen,1
Frøya,Midtre_Gauldal,0
Frøya,Melhus,8
Frøya,Skaun,4
Frøya,Malvik,14
Frøya,Selbu,1
Frøya,Tydal,0
Frøya,Meråker,0
Frøya,Stjørdal,6
Frøya,Frosta,3
Frøya,Levanger,4
Frøya,Verdal,1
Frøya,Snåsa,0
Frøya,Lierne,0
Frøya,Røyrvik,0
Frøya,Namsskogan,0
Frøya,Grong,0
Frøya,Høylandet,0
Frøya,Overhalla,0
Frøya,Flatanger,6
Frøya,Nærøy,1
Frøya,Leka,0
Frøya,Inderøy,1
Frøya,Indre_Fosen,3
Ørland,Halden,0
Ørland,Moss,0
Ørland,Sarpsborg,0
Ørland,Fredrikstad,0
Ørland,Hvaler,0
Ørland,Aremark,0
Ørland,Marker,0
Ørland,Skiptvet,0
Ørland,Rakkestad,0
Ørland,Råde,0
Ørland,Vestby,0
Ørland,Ski,1
Ørland,Ås,0
Ørland,Frogn,0
Ørland,Nesodden,0
Ørland,Bærum,0
Ørland,Asker,0
Ørland,Aurskog-Høland,0
Ørland,Rælingen,0
Ørland,Enebakk,0
Ørland,Lørenskog,0
Ørland,Nittedal,0
Ørland,Gjerdrum,0
Ørland,Ullensaker,0
Ørland,Eidsvoll,0
Ørland,Nannestad,0
Ørland,Hurdal,0
Ørland,Oslo,6
Ørland,Kongsvinger,0
Ørland,Hamar,0
Ørland,Ringsaker,0
Ørland,Løten,0
Ørland,Stange,0
Ørland,Nord-odal,0
Ørland,Sør-odal,0
Ørland,Eidskog,0
Ørland,Grue,0
Ørland,Åsnes,0
Ørland,Elverum,0
Ørland,Trysil,0
Ørland,Åmot,1
Ørland,Stor-Elvdal,0
Ørland,Rendalen,0
Ørland,Engerdal,0
Ørland,Tolga,0
Ørland,Tynset,1
Ørland,Alvdal,0
Ørland,Folldal,0
Ørland,Lillehammer,0
Ørland,Gjøvik,0
Ørland,Dovre,0
Ørland,Lesja,0
Ørland,Skjåk,0
Ørland,Lom,0
Ørland,Vågå,0
Ørland,Nord-Fron,0
Ørland,Sel,1
Ørland,Sør-Fron,0
Ørland,Ringebu,0
Ørland,Øyer,0
Ørland,Gausdal,0
Ørland,Østre_Toten,0
Ørland,Vestre_Toten,0
Ørland,Jevnaker,0
Ørland,Lunner,0
Ørland,Gran,0
Ørland,Søndre_Land,0
Ørland,Nordre_Land,0
Ørland,Sør-Aurdal,0
Ørland,Etnedal,0
Ørland,Nord-Aurdal,0
Ørland,Vestre_Slidre,0
Ørland,Øystre_Slidre,0
Ørland,Vang,2
Ørland,Drammen,1
Ørland,Kongsberg,1
Ørland,Ringerike,0
Ørland,Hole,0
Ørland,Flå,0
Ørland,Gol,0
Ørland,Hemsedal,0
Ørland,Ål,1
Ørland,Hol,0
Ørland,Sigdal,0
Ørland,Krødsherad,0
Ørland,Modum,0
Ørland,Øvre_Eiker,0
Ørland,Lier,3
Ørland,Flesberg,0
Ørland,Rollag,0
Ørland,Nore_og_Uvdal,0
Ørland,Horten,0
Ørland,Tønsberg,1
Ørland,Sandefjord,0
Ørland,Larvik,0
Ørland,Holmestrand,0
Ørland,Re,52
Ørland,Færder,0
Ørland,Porsgrunn,0
Ørland,Skien,0
Ørland,Notodden,0
Ørland,Siljan,0
Ørland,Bamble,0
Ørland,Kragerø,0
Ørland,Drangedal,0
Ørland,Nome,0
Ørland,Tinn,0
Ørland,Hjartdal,0
Ørland,Seljord,0
Ørland,Kviteseid,0
Ørland,Nissedal,0
Ørland,Fyresdal,0
Ørland,Tokke,0
Ørland,Vinje,0
Ørland,Risør,0
Ørland,Grimstad,0
Ørland,Arendal,0
Ørland,Gjerstad,0
Ørland,Vegårshei,0
Ørland,Tvedestrand,0
Ørland,Froland,0
Ørland,Lillesand,0
Ørland,Birkenes,0
Ørland,Åmli,0
Ørland,Iveland,0
Ørland,Evje_og_Hornnes,0
Ørland,Bygland,0
Ørland,Valle,0
Ørland,Bykle,0
Ørland,Kristiansand,1
Ørland,Farsund,0
Ørland,Flekkefjord,0
Ørland,Vennesla,0
Ørland,Åseral,0
Ørland,Lindesnes,0
Ørland,Lyngdal,0
Ørland,Hægebostad,0
Ørland,Kvinesdal,0
Ørland,Sirdal,0
Ørland,Eigersund,0
Ørland,Sandnes,0
Ørland,Stavanger,0
Ørland,Haugesund,0
Ørland,Sokndal,0
Ørland,Lund,0
Ørland,Bjerkreim,0
Ørland,Hå,0
Ørland,Klepp,0
Ørland,Time,0
Ørland,Gjesdal,0
Ørland,Sola,0
Ørland,Randaberg,0
Ørland,Strand,0
Ørland,Hjelmeland,0
Ørland,Suldal,0
Ørland,Sauda,0
Ørland,Kvitsøy,0
Ørland,Bokn,0
Ørland,Tysvær,0
Ørland,Karmøy,0
Ørland,Utsira,0
Ørland,Vindafjord,0
Ørland,Bergen,0
Ørland,Etne,0
Ørland,Sveio,0
Ørland,Bømlo,0
Ørland,Stord,0
Ørland,Fitjar,0
Ørland,Tysnes,0
Ørland,Kvinnherad,0
Ørland,Ullensvang,0
Ørland,Eidfjord,0
Ørland,Ulvik,0
Ørland,Voss,0
Ørland,Kvam,0
Ørland,Samnanger,0
Ørland,Austevoll,0
Ørland,Sund,3
Ørland,Fjell,0
Ørland,Askøy,0
Ørland,Vaksdal,0
Ørland,Modalen,0
Ørland,Osterøy,0
Ørland,Meland,0
Ørland,Øygarden,0
Ørland,Austrheim,0
Ørland,Fedje,0
Ørland,Masfjorden,0
Ørland,Gulen,0
Ørland,Solund,0
Ørland,Hyllestad,0
Ørland,Høyanger,0
Ørland,Vik,6
Ørland,Sogndal,0
Ørland,Aurland,0
Ørland,Lærdal,0
Ørland,Årdal,0
Ørland,Luster,0
Ørland,Askvoll,0
Ørland,Fjaler,0
Ørland,Bremanger,0
Ørland,Eid,0
Ørland,Gloppen,0
Ørland,Stryn,0
Ørland,Molde,2
Ørland,Ålesund,0
Ørland,Kristiansund,3
Ørland,Vanylven,0
Ørland,Sande,1
Ørland,Herøy,0
Ørland,Ulstein,2
Ørland,Hareid,0
Ørland,Volda,0
Ørland,Ørsta,0
Ørland,Stranda,0
Ørland,Sykkylven,0
Ørland,Sula,0
Ørland,Giske,0
Ørland,Vestnes,0
Ørland,Rauma,0
Ørland,Aukra,0
Ørland,Averøy,0
Ørland,Gjemnes,0
Ørland,Tingvoll,0
Ørland,Sunndal,0
Ørland,Surnadal,0
Ørland,Smøla,0
Ørland,Aure,0
Ørland,Bodø,0
Ørland,Bindal,0
Ørland,Sømna,0
Ørland,Brønnøy,0
Ørland,Vega,0
Ørland,Vevelstad,0
Ørland,Leirfjord,0
Ørland,Vefsn,0
Ørland,Grane,0
Ørland,Hattfjelldal,0
Ørland,Dønna,0
Ørland,Nesna,0
Ørland,Hemnes,0
Ørland,Rana,1
Ørland,Lurøy,0
Ørland,Træna,0
Ørland,Rødøy,0
Ørland,Meløy,0
Ørland,Gildeskål,0
Ørland,Beiarn,0
Ørland,Saltdal,0
Ørland,Fauske,0
Ørland,Sørfold,0
Ørland,Steigen,0
Ørland,Lødingen,0
Ørland,Tjeldsund,0
Ørland,Evenes,0
Ørland,Røst,0
Ørland,Værøy,0
Ørland,Flakstad,0
Ørland,Vestvågøy,1
Ørland,Vågan,0
Ørland,Hadsel,0
Ørland,Bø,0
Ørland,Øksnes,0
Ørland,Sortland,0
Ørland,Andøy,0
Ørland,Moskenes,0
Ørland,Tromsø,0
Ørland,Harstad,0
Ørland,Kvæfjord,0
Ørland,Ibestad,0
Ørland,Gratangen,0
Ørland,Lavangen,0
Ørland,Bardu,0
Ørland,Salangen,0
Ørland,Målselv,1
Ørland,Sørreisa,0
Ørland,Dyrøy,0
Ørland,Berg,2
Ørland,Balsfjord,0
Ørland,Karlsøy,0
Ørland,Lyngen,0
Ørland,Storfjord,0
Ørland,Kåfjord,0
Ørland,Skjervøy,0
Ørland,Nordreisa,0
Ørland,Kvænangen,0
Ørland,Vardø,0
Ørland,Vadsø,0
Ørland,Hammerfest,0
Ørland,Kautokeino,0
Ørland,Alta,0
Ørland,Loppa,0
Ørland,Hasvik,0
Ørland,Måsøy,0
Ørland,Nordkapp,0
Ørland,Porsanger,0
Ørland,Karasjok,0
Ørland,Lebesby,0
Ørland,Gamvik,0
Ørland,Berlevåg,0
Ørland,Tana,0
Ørland,Nesseby,0
Ørland,Båtsfjord,0
Ørland,Sør-varanger,0
Ørland,Trondheim,65
Ørland,Namsos,0
Ørland,Hemne,1
Ørland,Frøya,0
Ørland,Ørland,0
Ørland,Åfjord,17
Ørland,Osen,52
Ørland,Oppdal,1
Ørland,Rennebu,0
Ørland,Røros,0
Ørland,Holtålen,0
Ørland,Midtre_Gauldal,1
Ørland,Melhus,2
Ørland,Skaun,5
